fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
5.4;0.22;0.35;6.50;0.029;26;87;0.9909;3.29;0.44;12.50;7
6.2;0.35;0.27;10.10;0.056;38;187;0.9949;3.31;0.56;10.60;5
5.6;0.26;0.57;10.70;0.056;66;171;0.9946;3.25;0.61;10.40;7
5.2;0.20;0.27;3.20;0.047;16;93;0.9924;3.44;0.53;10.10;7
6.2;0.29;0.23;12.40;0.048;33;201;0.9961;3.11;0.56;9.90;6
6.3;0.26;0.25;5.20;0.046;11;133;0.9920;2.97;0.68;11.00;6
6.0;0.22;0.23;5.00;0.045;10;122;0.9926;2.94;0.63;10.00;6
7.5;0.35;0.37;2.50;0.066;29;89;0.9896;3.14;0.42;12.70;6
6.6;0.39;0.28;9.20;0.036;10;92;0.9921;3.07;0.35;12.10;6
6.3;0.23;0.33;6.90;0.052;23;118;0.9938;3.23;0.46;10.40;6
6.3;0.22;0.30;2.00;0.050;23;120;0.9920;3.24;0.47;10.40;6
6.4;0.29;0.18;15.00;0.040;21;116;0.9974;3.14;0.50;9.20;5
6.4;0.29;0.18;15.00;0.040;21;116;0.9974;3.14;0.50;9.20;5
7.5;0.23;0.30;1.20;0.030;27;80;0.9919;3.05;0.68;10.50;5
6.4;0.29;0.18;15.00;0.040;21;116;0.9974;3.14;0.50;9.20;5
5.7;0.28;0.36;1.80;0.041;38;90;0.9900;3.27;0.98;11.90;7
6.5;0.26;0.24;10.80;0.042;47;130;0.9960;3.08;0.40;10.10;6
6.4;0.27;0.29;3.90;0.034;62;140;0.9924;3.10;0.59;11.10;6
5.9;0.22;0.29;4.20;0.037;69;144;0.9921;3.13;0.74;10.80;7
6.8;0.26;0.26;2.00;0.019;23.5;72;0.9904;3.16;0.47;11.80;6
7.6;0.36;0.48;13.50;0.038;44;116;0.9982;3.04;0.48;9.20;5
7.6;0.35;0.47;13.30;0.037;42;116;0.9982;3.04;0.50;9.20;5
5.7;0.18;0.26;2.20;0.023;21;95;0.9893;3.07;0.54;12.30;6
6.6;0.36;0.47;1.40;0.145;26;124;0.9927;3.09;0.56;10.10;6
5.9;0.14;0.20;1.60;0.040;26;114;0.9911;3.25;0.45;11.40;6
5.5;0.23;0.19;2.20;0.044;39;161;0.9921;3.19;0.43;10.40;6
6.7;0.11;0.26;14.80;0.053;44;95;0.9968;3.20;0.35;9.80;6
7.0;0.24;0.24;1.80;0.047;29;91;0.9925;3.30;0.43;9.90;6
6.7;0.11;0.26;14.80;0.053;44;95;0.9968;3.20;0.35;9.80;6
5.3;0.47;0.10;1.30;0.036;11;74;0.9908;3.48;0.54;11.20;4
7.5;0.29;0.24;9.90;0.058;25;115;0.9957;3.15;0.46;10.90;5
6.0;0.33;0.26;5.10;0.051;16;119;0.9942;3.15;0.41;9.20;5
6.0;0.33;0.26;5.10;0.051;16;119;0.9942;3.15;0.41;9.20;5
5.8;0.32;0.23;1.50;0.033;39;121;0.9887;2.96;0.35;12.00;5
5.8;0.30;0.23;1.50;0.034;37;121;0.9887;2.96;0.34;12.10;6
3.8;0.31;0.02;11.10;0.036;20;114;0.9925;3.75;0.44;12.40;6
6.2;0.36;0.22;5.25;0.038;44;145;0.9918;3.22;0.40;11.20;6
6.0;0.31;0.27;2.30;0.042;19;120;0.9895;3.32;0.41;12.70;7
6.9;0.52;0.54;7.90;0.036;23;169;0.9927;3.26;0.47;12.20;6
7.0;0.55;0.05;8.00;0.036;19;164;0.9927;3.26;0.46;12.20;6
5.8;0.20;0.16;1.40;0.042;44;99;0.9891;3.23;0.37;12.20;6
6.2;0.36;0.22;5.25;0.038;44;145;0.9918;3.22;0.40;11.20;6
6.0;0.31;0.27;2.30;0.042;19;120;0.9895;3.32;0.41;12.70;7
6.0;0.29;0.27;2.30;0.044;20;117;0.9895;3.31;0.41;12.70;7
5.7;0.22;0.29;3.50;0.040;27;146;0.9900;3.17;0.36;12.10;6
7.1;0.46;0.23;13.70;0.045;44;192;0.9981;3.11;0.53;9.40;5
6.6;0.21;0.30;9.90;0.041;64;174;0.9950;3.07;0.50;10.10;6
6.9;0.42;0.20;15.40;0.043;57;201;0.9985;3.08;0.54;9.40;5
5.7;0.22;0.20;16.00;0.044;41;113;0.9986;3.22;0.46;8.90;6
5.7;0.22;0.20;16.00;0.044;41;113;0.9986;3.22;0.46;8.90;6
5.7;0.22;0.20;16.00;0.044;41;113;0.9986;3.22;0.46;8.90;6
5.7;0.22;0.20;16.00;0.044;41;113;0.9986;3.22;0.46;8.90;6
5.2;0.31;0.20;2.40;0.027;27;117;0.9889;3.56;0.45;13.00;7
7.2;0.22;0.35;5.50;0.054;37;183;0.9947;3.08;0.50;10.30;5
5.6;0.18;0.29;2.30;0.040;5;47;0.9913;3.07;0.45;10.10;4
6.2;0.24;0.27;16.80;0.040;48;129;0.9969;3.23;0.38;10.50;6
5.7;0.22;0.20;16.00;0.044;41;113;0.9986;3.22;0.46;8.90;6
5.7;0.26;0.24;17.80;0.059;23;124;0.9977;3.30;0.50;10.10;5
5.7;0.26;0.24;17.80;0.059;23;124;0.9977;3.30;0.50;10.10;5
6.0;0.20;0.26;6.80;0.049;22;93;0.9928;3.15;0.42;11.00;6
6.0;0.20;0.26;6.80;0.049;22;93;0.9928;3.15;0.42;11.00;6
6.0;0.20;0.26;6.80;0.049;22;93;0.9928;3.15;0.42;11.00;6
6.0;0.20;0.26;6.80;0.049;22;93;0.9928;3.15;0.42;11.00;6
7.6;0.28;0.17;1.60;0.046;28;117;0.9929;3.08;0.43;10.00;5
7.0;0.20;0.33;4.70;0.030;25;76;0.9920;2.88;0.54;10.50;6
6.6;0.26;0.27;11.80;0.048;28;112;0.9961;2.87;0.49;9.70;6
5.7;0.26;0.24;17.80;0.059;23;124;0.9977;3.30;0.50;10.10;5
7.2;0.21;0.36;15.70;0.045;68;183;0.9992;3.25;0.76;9.40;5
6.9;0.22;0.32;5.80;0.041;20;119;0.9930;3.17;0.55;11.20;6
7.2;0.21;0.36;15.70;0.045;68;183;0.9992;3.25;0.76;9.40;5
7.4;0.22;0.28;9.00;0.046;22;121;0.9947;3.10;0.55;10.80;5
7.2;0.21;0.36;15.70;0.045;68;183;0.9992;3.25;0.76;9.40;5
6.9;0.22;0.32;5.80;0.041;20;119;0.9930;3.17;0.55;11.20;6
7.0;0.20;0.35;8.80;0.037;31;103;0.9939;3.13;0.49;11.00;6
5.6;0.26;0.00;10.20;0.038;13;111;0.9932;3.44;0.46;12.40;6
6.3;0.28;0.30;6.60;0.208;60;154;0.9948;3.10;0.40;9.40;6
6.4;0.29;0.30;6.50;0.209;62;156;0.9948;3.10;0.40;9.40;5
7.2;0.34;0.23;8.90;0.105;22;155;0.9969;3.01;0.58;9.50;5
7.1;0.39;0.39;11.10;0.034;25;204;0.9962;3.05;0.52;10.00;6
6.9;0.26;0.29;4.20;0.043;33;114;0.9902;3.16;0.31;12.50;6
6.1;0.24;0.25;1.60;0.044;24;115;0.9921;3.39;0.59;10.90;6
5.9;0.25;0.24;7.40;0.044;21;113;0.9946;3.38;0.58;10.50;6
6.1;0.24;0.27;11.50;0.050;51;133;0.9948;3.22;0.37;10.80;6
6.5;0.22;0.27;1.60;0.039;36;116;0.9918;3.38;0.57;11.00;7
6.2;0.26;0.29;2.00;0.036;16;87;0.9908;3.33;0.61;11.80;6
6.6;0.34;0.25;4.80;0.038;16;121;0.9920;3.36;0.71;12.60;6
5.6;0.23;0.24;9.80;0.054;59;140;0.9955;3.17;0.39;10.20;6
7.1;0.23;0.28;1.90;0.046;33;103;0.9900;3.12;0.31;12.00;5
6.9;0.26;0.29;4.20;0.043;33;114;0.9902;3.16;0.31;12.50;6
6.4;0.27;0.30;1.60;0.040;19;86;0.9909;3.32;0.65;11.50;6
6.3;0.41;0.22;7.30;0.035;23;117;0.9917;3.20;0.39;11.94;7
6.7;0.41;0.24;5.40;0.035;33;115;0.9901;3.12;0.44;12.89;7
7.2;0.59;0.20;10.40;0.086;17;94;0.9968;3.13;0.40;9.40;5
6.7;0.34;0.26;1.90;0.038;58;138;0.9893;3.00;0.47;12.20;7
6.3;0.41;0.22;7.30;0.035;23;117;0.9917;3.20;0.39;11.94;7
6.7;0.41;0.24;5.40;0.035;33;115;0.9901;3.12;0.44;12.89;7
6.4;0.26;0.35;7.70;0.056;45;191;0.9953;3.16;0.50;9.50;5
6.3;0.28;0.22;11.50;0.036;27;150;0.9945;3.00;0.33;10.60;6
7.4;0.16;0.33;1.20;0.042;47;121;0.9920;3.04;0.68;10.50;7
8.4;0.27;0.30;2.20;0.037;36;129;0.9909;2.89;0.30;11.47;6
5.9;0.20;0.28;1.00;0.043;45;100;0.9903;3.40;0.41;11.40;6
6.4;0.24;0.26;8.20;0.054;47;182;0.9954;3.12;0.50;9.50;5
7.4;0.38;0.34;8.30;0.052;44;168;0.9963;3.11;0.52;9.20;5
6.4;0.24;0.26;8.20;0.054;47;182;0.9954;3.12;0.50;9.50;5
6.4;0.42;0.19;9.30;0.043;28;145;0.9943;3.23;0.53;10.98;5
6.4;0.23;0.26;8.10;0.054;47;181;0.9954;3.12;0.49;9.40;5
6.4;0.24;0.26;8.20;0.054;47;182;0.9954;3.12;0.50;9.50;5
7.4;0.38;0.34;8.30;0.052;44;168;0.9963;3.11;0.52;9.20;5
7.3;0.19;0.27;13.90;0.057;45;155;0.9981;2.94;0.41;8.80;8
7.3;0.19;0.27;13.90;0.057;45;155;0.9981;2.94;0.41;8.80;8
7.3;0.19;0.27;13.90;0.057;45;155;0.9981;2.94;0.41;8.80;8
7.3;0.19;0.27;13.90;0.057;45;155;0.9981;2.94;0.41;8.80;8
7.3;0.19;0.27;13.90;0.057;45;155;0.9981;2.94;0.41;8.80;8
7.3;0.19;0.27;13.90;0.057;45;155;0.9981;2.94;0.41;8.80;8
7.3;0.19;0.27;13.90;0.057;45;155;0.9981;2.94;0.41;8.80;8
6.8;0.24;0.29;2.00;0.044;15;96;0.9923;3.23;0.64;10.40;8
7.3;0.19;0.27;13.90;0.057;45;155;0.9981;2.94;0.41;8.80;8
7.4;0.27;0.52;15.70;0.054;36;139;0.9979;3.04;0.62;10.03;6
5.7;0.28;0.35;1.20;0.052;39;141;0.9911;3.44;0.69;11.30;6
5.8;0.22;0.25;1.50;0.024;21;109;0.9923;3.37;0.58;10.40;6
6.7;0.27;0.69;1.20;0.176;36;106;0.9929;2.96;0.43;9.20;6
7.1;0.20;0.35;3.20;0.034;21;107;0.9920;3.11;0.54;11.10;6
6.7;0.27;0.69;1.20;0.176;36;106;0.9929;2.96;0.43;9.20;6
7.1;0.23;0.30;2.60;0.034;62;148;0.9912;3.03;0.56;11.30;7
7.6;0.31;0.52;13.20;0.042;61;148;0.9984;2.98;0.47;9.10;6
7.2;0.34;0.28;10.40;0.108;43;187;0.9974;2.96;0.57;9.40;5
7.0;0.36;0.25;5.70;0.015;14;73;0.9896;2.82;0.59;13.20;6
6.4;0.31;0.28;2.50;0.039;34;137;0.9895;3.22;0.38;12.70;6
7.3;0.28;0.35;1.60;0.054;31;148;0.9918;3.18;0.47;10.70;5
7.4;0.16;0.30;1.40;0.064;34;166;0.9914;3.11;0.42;11.43;6
6.4;0.31;0.27;7.40;0.049;48;169;0.9932;3.27;0.45;11.10;6
6.4;0.31;0.28;2.50;0.039;34;137;0.9895;3.22;0.38;12.70;6
6.2;0.29;0.29;5.60;0.046;35;178;0.9931;3.25;0.51;10.53;5
5.9;0.28;0.34;3.60;0.040;50;194;0.9912;3.31;0.52;11.60;6
6.5;0.23;0.20;7.50;0.050;44;179;0.9950;3.18;0.48;9.53;5
7.2;0.34;0.20;5.80;0.062;52;203;0.9946;3.17;0.44;9.80;6
7.3;0.28;0.35;1.60;0.054;31;148;0.9918;3.18;0.47;10.70;5
6.5;0.20;0.33;1.50;0.039;36;110;0.9901;3.22;0.65;12.00;6
6.2;0.24;0.27;2.90;0.039;30;123;0.9896;3.12;0.37;12.80;6
7.1;0.31;0.25;11.20;0.048;32;136;0.9966;3.14;0.40;9.50;5
6.4;0.29;0.21;9.65;0.041;36;119;0.9933;2.99;0.34;10.93;6
6.3;0.19;0.33;10.10;0.063;63;133;0.9956;2.86;0.41;9.10;5
5.9;0.29;0.28;3.20;0.035;16;117;0.9896;3.26;0.42;12.60;6
7.1;0.31;0.25;11.20;0.048;32;136;0.9966;3.14;0.40;9.50;5
6.5;0.30;0.28;11.45;0.041;29;109;0.9942;2.98;0.30;10.90;6
6.4;0.29;0.21;9.65;0.041;36;119;0.9933;2.99;0.34;10.93;6
6.5;0.22;0.19;4.50;0.096;16;115;0.9937;3.02;0.44;9.60;5
7.0;0.23;0.28;2.70;0.053;16;92;0.9937;3.18;0.56;9.30;5
7.1;0.23;0.23;3.50;0.038;23;112;0.9916;3.05;0.37;11.37;6
6.1;0.26;0.28;1.70;0.043;24;98;0.9892;3.14;0.44;12.50;6
6.4;0.35;0.21;2.10;0.051;46;171;0.9932;3.16;0.50;9.50;5
6.0;0.32;0.32;4.80;0.041;40;186;0.9924;3.22;0.54;11.00;6
6.1;0.34;0.21;5.00;0.042;17;133;0.9937;3.02;0.53;9.40;5
6.5;0.13;0.27;2.60;0.035;32;76;0.9914;3.21;0.76;11.33;6
6.5;0.32;0.20;6.60;0.041;9;126;0.9949;2.94;0.51;8.80;5
6.1;0.34;0.21;5.00;0.042;17;133;0.9937;3.02;0.53;9.40;5
5.7;0.31;0.29;7.30;0.050;33;143;0.9933;3.31;0.50;11.07;6
6.4;0.30;0.27;5.00;0.058;27;151;0.9920;3.22;0.49;12.20;6
7.0;0.24;0.26;1.70;0.041;31;110;0.9914;3.20;0.53;11.00;6
6.5;0.13;0.27;2.60;0.035;32;76;0.9914;3.21;0.76;11.33;6
6.4;0.26;0.21;8.20;0.050;51;182;0.9954;3.23;0.48;9.50;5
6.4;0.26;0.21;8.20;0.050;51;182;0.9954;3.23;0.48;9.50;5
6.0;0.27;0.31;5.00;0.043;54;170;0.9924;3.28;0.52;11.00;6
7.1;0.21;0.33;1.20;0.039;34;97;0.9911;3.11;0.75;11.20;6
6.7;0.26;0.29;7.10;0.036;28;100;0.9953;3.08;0.36;9.30;6
6.3;0.28;0.22;9.50;0.040;30;111;0.9934;3.05;0.31;10.80;4
6.2;0.25;0.44;15.80;0.057;39;167;0.9980;3.14;0.51;9.20;5
7.3;0.22;0.37;15.50;0.048;70;203;0.9990;3.25;0.77;9.40;5
6.2;0.25;0.44;15.80;0.057;39;167;0.9980;3.14;0.51;9.20;5
6.4;0.18;0.28;17.05;0.047;53;139;0.9972;3.25;0.35;10.50;6
6.3;0.20;0.26;12.70;0.046;60;143;0.9953;3.26;0.35;10.80;6
6.6;0.24;0.22;12.30;0.051;35;146;0.9968;3.10;0.67;9.40;5
7.4;0.27;0.26;11.80;0.053;55;173;0.9970;3.11;0.60;9.80;5
7.4;0.27;0.26;11.80;0.053;55;173;0.9970;3.11;0.60;9.80;5
7.4;0.27;0.26;11.80;0.053;55;173;0.9970;3.11;0.60;9.80;5
6.6;0.24;0.22;12.30;0.051;35;146;0.9968;3.10;0.67;9.40;5
7.4;0.27;0.26;11.80;0.053;55;173;0.9970;3.11;0.60;9.80;5
7.1;0.38;0.29;13.60;0.041;30;137;0.9946;3.02;0.96;12.10;6
6.8;0.43;0.26;5.20;0.043;40;176;0.9912;3.17;0.41;12.30;6
5.2;0.22;0.46;6.20;0.066;41;187;0.9936;3.19;0.42;9.73;5
5.9;0.29;0.16;7.90;0.044;48;197;0.9951;3.21;0.36;9.40;5
5.9;0.29;0.16;7.90;0.044;48;197;0.9951;3.21;0.36;9.40;5
6.3;0.29;0.29;3.30;0.037;32;140;0.9895;3.17;0.36;12.80;7
6.3;0.19;0.32;2.80;0.046;18;80;0.9904;2.92;0.47;11.05;6
5.7;0.29;0.16;7.90;0.044;48;197;0.9951;3.21;0.36;9.40;5
6.3;0.29;0.29;3.30;0.037;32;140;0.9895;3.17;0.36;12.80;7
5.7;0.24;0.47;6.30;0.069;35;182;0.9939;3.11;0.46;9.73;5
5.8;0.30;0.38;4.90;0.039;22;86;0.9896;3.23;0.58;13.10;7
7.1;0.27;0.27;10.40;0.041;26;114;0.9934;3.04;0.52;11.50;7
5.8;0.30;0.38;4.90;0.039;22;86;0.9896;3.23;0.58;13.10;7
7.1;0.27;0.27;10.40;0.041;26;114;0.9934;3.04;0.52;11.50;7
6.3;0.31;0.22;16.00;0.061;26;141;0.9982;3.08;0.50;9.10;5
5.7;0.24;0.47;6.30;0.069;35;182;0.9939;3.11;0.46;9.75;5
6.2;0.22;0.28;2.20;0.040;24;125;0.9917;3.19;0.48;10.50;6
6.6;0.22;0.23;17.30;0.047;37;118;0.9991;3.08;0.46;8.80;6
6.6;0.22;0.23;17.30;0.047;37;118;0.9991;3.08;0.46;8.80;6
6.6;0.22;0.23;17.30;0.047;37;118;0.9991;3.08;0.46;8.80;6
6.6;0.22;0.23;17.30;0.047;37;118;0.9991;3.08;0.46;8.80;6
6.2;0.22;0.28;2.20;0.040;24;125;0.9917;3.19;0.48;10.50;6
6.2;0.22;0.28;2.20;0.040;24;125;0.9917;3.19;0.48;10.50;6
6.6;0.22;0.23;17.30;0.047;37;118;0.9991;3.08;0.46;8.80;6
6.1;0.22;0.50;6.60;0.045;30;122;0.9942;3.22;0.49;9.90;6
6.2;0.21;0.52;6.50;0.047;28;123;0.9942;3.22;0.49;9.90;6
6.3;0.32;0.26;12.30;0.044;24;205;0.9961;3.11;0.58;9.90;5
6.9;0.44;0.27;5.00;0.038;33;166;0.9912;3.20;0.42;12.20;6
6.1;0.31;0.34;2.80;0.042;59.5;162;0.9918;3.27;0.47;10.80;6
8.1;0.36;0.59;13.60;0.051;60;134;0.9989;2.96;0.39;8.70;5
6.6;0.38;0.28;2.80;0.043;17;67;0.9892;3.21;0.47;13.20;6
6.7;0.24;0.26;5.40;0.030;15;94;0.9905;3.15;0.38;12.70;6
6.9;0.56;0.26;10.90;0.060;55;193;0.9969;3.21;0.44;9.40;5
7.2;0.24;0.24;1.70;0.045;18;161;0.9920;3.25;0.53;11.20;6
6.5;0.29;0.30;9.15;0.051;25;166;0.9934;3.24;0.56;11.33;6
6.7;0.28;0.28;4.50;0.051;14;92;0.9922;3.36;0.58;11.90;6
6.5;0.29;0.30;9.15;0.051;25;166;0.9934;3.24;0.56;11.35;6
6.1;0.21;0.19;1.40;0.046;51;131;0.9918;3.22;0.39;10.50;5
7.2;0.47;0.16;5.90;0.048;14;125;0.9943;3.09;0.49;9.80;5
6.7;0.34;0.31;16.40;0.051;20;146;0.9983;3.06;0.54;9.10;5
6.6;0.27;0.25;1.20;0.033;36;111;0.9892;3.16;0.37;12.40;6
6.7;0.34;0.31;16.40;0.051;20;146;0.9983;3.06;0.54;9.10;5
7.2;0.47;0.16;5.90;0.048;14;125;0.9943;3.09;0.49;9.80;5
5.0;0.35;0.25;7.80;0.031;24;116;0.9924;3.39;0.40;11.30;6
5.0;0.35;0.25;7.80;0.031;24;116;0.9924;3.39;0.40;11.30;6
4.4;0.46;0.10;2.80;0.024;31;111;0.9882;3.48;0.34;13.10;6
6.6;0.38;0.29;2.90;0.035;15;101;0.9892;3.04;0.37;12.50;6
7.3;0.30;0.25;2.50;0.045;32;122;0.9933;3.18;0.54;10.30;5
6.4;0.28;0.22;12.80;0.039;51;150;0.9954;3.23;0.43;10.70;6
6.9;0.29;0.25;12.20;0.040;29;136;0.9955;3.05;0.65;10.40;6
6.3;0.30;0.19;7.70;0.049;47;184;0.9951;3.22;0.48;9.50;5
6.3;0.39;0.22;2.80;0.048;53;173;0.9930;3.24;0.45;9.80;5
6.6;0.38;0.29;2.90;0.035;15;101;0.9892;3.04;0.37;12.50;6
6.6;0.18;0.26;17.30;0.051;17;149;0.9984;3.00;0.43;9.40;6
6.0;0.28;0.29;19.30;0.051;36;174;0.9991;3.14;0.50;9.00;5
6.0;0.28;0.29;19.30;0.051;36;174;0.9991;3.14;0.50;9.00;5
6.0;0.28;0.29;19.30;0.051;36;174;0.9991;3.14;0.50;9.00;5
6.6;0.35;0.26;2.70;0.045;19;129;0.9895;3.24;0.48;13.00;7
5.9;0.22;0.18;6.40;0.041;28;120;0.9940;3.27;0.50;9.90;5
6.6;0.18;0.26;17.30;0.051;17;149;0.9984;3.00;0.43;9.40;6
7.7;0.28;0.24;2.40;0.044;29;157;0.9931;3.27;0.56;10.60;6
7.1;0.42;0.20;2.80;0.038;28;109;0.9897;3.23;0.47;13.40;6
6.7;0.32;0.32;1.70;0.031;31;114;0.9895;3.12;0.35;12.50;6
6.6;0.26;0.56;15.40;0.053;32;141;0.9981;3.11;0.49;9.30;5
6.6;0.26;0.56;15.40;0.053;32;141;0.9981;3.11;0.49;9.30;5
6.2;0.32;0.24;4.10;0.051;34;149;0.9931;3.36;0.52;11.00;5
6.3;0.25;0.27;6.60;0.054;40;158;0.9938;3.20;0.48;10.30;5
6.2;0.21;0.24;1.20;0.051;31;95;0.9904;3.24;0.57;11.30;6
6.4;0.23;0.27;2.10;0.042;35;100;0.9909;3.03;0.63;10.90;6
4.7;0.15;0.29;1.00;0.042;35;90;0.9908;3.76;0.49;11.30;6
6.2;0.20;0.28;1.10;0.039;24;78;0.9899;3.36;0.47;12.10;6
7.0;0.28;0.28;1.40;0.039;12;83;0.9917;3.18;0.65;11.10;5
7.1;0.36;0.20;1.60;0.271;24;140;0.9936;3.11;0.63;9.80;5
5.7;0.25;0.22;9.80;0.049;50;125;0.9957;3.20;0.45;10.10;6
5.7;0.22;0.33;1.90;0.036;37;110;0.9895;3.26;0.58;12.40;6
6.0;0.20;0.38;1.30;0.034;37;104;0.9887;3.11;0.52;12.70;6
6.4;0.32;0.26;7.90;0.050;53;180;0.9951;3.14;0.50;9.60;5
6.4;0.32;0.26;7.90;0.050;53;180;0.9951;3.14;0.50;9.60;5
6.0;0.56;0.26;4.50;0.053;17;126;0.9943;3.24;0.46;9.10;5
5.9;0.22;0.45;22.60;0.120;55;122;0.9964;3.10;0.35;12.80;5
6.4;0.32;0.26;7.90;0.050;53;180;0.9951;3.14;0.50;9.60;5
6.2;0.30;0.33;3.50;0.037;37;155;0.9899;3.18;0.37;12.40;6
5.8;0.28;0.18;1.20;0.058;7;108;0.9929;3.23;0.58;9.55;4
5.8;0.56;0.26;4.50;0.053;17;126;0.9943;3.24;0.46;9.10;5
6.7;0.31;0.33;2.00;0.033;12;74;0.9906;3.29;0.65;12.50;6
6.4;0.15;0.25;7.80;0.050;13;68;0.9939;3.16;0.40;9.90;6
6.4;0.13;0.28;0.90;0.045;32;87;0.9918;3.47;0.52;11.20;6
6.7;0.48;0.49;2.90;0.030;28;122;0.9893;3.13;0.40;13.00;6
6.7;0.48;0.49;2.90;0.030;28;122;0.9893;3.13;0.40;13.00;6
5.8;0.30;0.33;3.50;0.033;25;116;0.9906;3.20;0.44;11.70;6
6.1;0.28;0.23;4.20;0.038;13;95;0.9890;2.97;0.70;13.10;6
6.0;0.19;0.37;9.70;0.032;17;50;0.9932;3.08;0.66;12.00;6
6.8;0.31;0.25;10.50;0.043;30;165;0.9972;3.36;0.55;10.55;6
7.5;0.24;0.29;1.10;0.046;34;84;0.9902;3.04;0.39;11.45;6
6.8;0.23;0.39;16.10;0.053;71;194;0.9988;3.18;0.64;10.20;6
7.5;0.24;0.29;1.10;0.046;34;84;0.9902;3.04;0.39;11.45;6
6.3;0.29;0.30;8.10;0.212;60;150;0.9958;3.10;0.40;9.30;5
6.8;0.20;0.25;6.20;0.052;22;106;0.9935;3.09;0.54;10.80;5
5.2;0.38;0.26;7.70;0.053;20;103;0.9925;3.27;0.45;12.20;6
7.8;0.27;0.33;2.40;0.053;36;175;0.9920;3.20;0.55;11.00;6
6.6;0.54;0.21;16.30;0.055;41;182;0.9986;3.35;0.54;10.40;6
7.1;0.25;0.31;2.30;0.050;32;156;0.9914;3.14;0.51;11.40;6
5.8;0.61;0.01;8.40;0.041;31;104;0.9909;3.26;0.72;14.05;7
6.5;0.32;0.23;8.50;0.051;20;138;0.9943;3.03;0.42;10.70;5
6.4;0.28;0.23;6.00;0.051;50;162;0.9940;3.15;0.52;10.20;5
6.6;0.19;0.28;1.10;0.044;38;100;0.9904;3.22;0.69;11.20;6
5.1;0.31;0.13;1.75;0.036;17;73;0.9900;3.40;0.51;12.33;5
5.8;0.26;0.30;2.60;0.034;75;129;0.9902;3.20;0.38;11.50;4
6.7;0.23;0.17;1.30;0.061;14;100;0.9925;3.07;0.55;9.50;5
6.8;0.33;0.30;2.10;0.047;35;147;0.9886;3.24;0.56;13.40;6
6.1;0.27;0.32;1.10;0.034;24;110;0.9898;3.36;0.40;12.50;6
6.1;0.27;0.32;1.10;0.034;24;110;0.9898;3.36;0.40;12.50;6
6.8;0.40;0.29;2.80;0.044;27;97;0.9904;3.12;0.42;11.20;6
6.1;0.40;0.18;9.00;0.051;28.5;259;0.9964;3.19;0.50;8.80;5
7.1;0.28;0.26;2.80;0.039;50;118;0.9908;3.06;0.59;11.20;6
6.2;0.32;0.32;2.20;0.036;15;70;0.9899;3.16;0.48;12.70;6
6.8;0.17;0.17;5.10;0.049;26;82;0.9930;3.00;0.38;9.80;6
9.0;0.20;0.33;3.50;0.049;10;40;0.9944;3.14;0.36;9.80;6
5.8;0.13;0.22;12.70;0.058;24;183;0.9956;3.32;0.42;11.70;6
5.8;0.31;0.31;7.50;0.052;55;230;0.9949;3.19;0.46;9.80;5
6.3;0.36;0.20;2.00;0.048;48;191;0.9929;3.17;0.51;9.60;5
9.0;0.20;0.33;3.50;0.049;10;40;0.9944;3.14;0.36;9.80;6
6.7;0.18;0.25;14.30;0.048;79;149;0.9975;3.12;0.37;9.70;5
6.6;0.16;0.25;9.80;0.049;59.5;137;0.9950;3.16;0.38;10.00;6
5.8;0.13;0.22;12.70;0.058;24;183;0.9956;3.32;0.42;11.70;6
5.8;0.27;0.22;12.70;0.058;42;206;0.9946;3.32;0.38;12.30;6
6.8;0.17;0.17;5.10;0.049;26;82;0.9930;3.00;0.38;9.80;6
6.4;0.37;0.19;3.50;0.068;18;101;0.9934;3.03;0.38;9.00;6
7.3;0.26;0.53;12.70;0.047;60.5;164.5;0.9984;3.06;0.45;9.10;6
7.3;0.28;0.54;12.90;0.049;62;162.5;0.9984;3.06;0.45;9.10;6
7.3;0.28;0.54;12.90;0.049;62;162.5;0.9984;3.06;0.45;9.10;6
5.8;0.12;0.21;1.30;0.056;35;121;0.9908;3.32;0.33;11.40;6
6.1;0.25;0.18;10.50;0.049;41;124;0.9963;3.14;0.35;10.50;5
6.4;0.24;0.27;1.50;0.040;35;105;0.9891;3.13;0.30;12.40;6
7.3;0.26;0.53;12.70;0.047;60.5;156;0.9984;3.06;0.45;9.10;6
7.3;0.28;0.54;12.90;0.049;62;152;0.9984;3.06;0.45;9.10;6
8.3;0.18;0.37;1.20;0.049;6;94;0.9937;3.18;0.52;10.10;5
7.1;0.09;0.30;6.20;0.032;24;134;0.9930;2.99;0.39;10.90;6
8.3;0.14;0.36;8.80;0.026;13;60;0.9956;3.13;0.35;11.05;5
5.8;0.28;0.30;3.90;0.026;36;105;0.9896;3.26;0.58;12.75;6
6.0;0.23;0.34;1.30;0.025;23;111;0.9896;3.36;0.37;12.70;6
6.9;0.28;0.37;9.10;0.037;16;76;0.9948;3.05;0.54;11.10;5
6.9;0.28;0.37;9.10;0.037;16;76;0.9948;3.05;0.54;11.10;5
5.8;0.28;0.30;3.90;0.026;36;105;0.9896;3.26;0.58;12.75;6
6.3;0.25;0.53;1.80;0.021;41;101;0.9893;3.19;0.31;13.00;6
6.5;0.20;0.31;2.10;0.033;32;95;0.9894;2.96;0.61;12.00;6
